529948,1_home_page,2/11/2015
845560,1_home_page,2/1/2015
381578,1_home_page,4/15/2015
771567,1_home_page,3/16/2015
45782,1_home_page,2/14/2015
546823,1_home_page,1/31/2015
671929,1_home_page,3/15/2015
861646,1_home_page,4/2/2015
520776,1_home_page,4/4/2015
841721,1_home_page,4/19/2015
589849,1_home_page,4/18/2015
35264,1_home_page,2/19/2015
646808,1_home_page,1/31/2015
453460,1_home_page,3/30/2015
344542,1_home_page,2/10/2015
553966,1_home_page,2/24/2015
912921,1_home_page,4/15/2015
716447,1_home_page,2/27/2015
779803,1_home_page,1/6/2015
586427,1_home_page,4/12/2015
137806,1_home_page,2/21/2015
393848,1_home_page,3/15/2015
997458,1_home_page,1/16/2015
548671,1_home_page,1/1/2015
605324,1_home_page,4/7/2015
351098,1_home_page,4/15/2015
215608,1_home_page,2/25/2015
472121,1_home_page,3/11/2015
506418,1_home_page,4/14/2015
572175,1_home_page,1/5/2015
713360,1_home_page,3/28/2015
395035,1_home_page,3/11/2015
53032,1_home_page,1/31/2015
370718,1_home_page,2/17/2015
332102,1_home_page,1/25/2015
903245,1_home_page,4/17/2015
21108,1_home_page,3/6/2015
652419,1_home_page,4/14/2015
906743,1_home_page,1/31/2015
436752,1_home_page,2/9/2015
702371,1_home_page,4/10/2015
464369,1_home_page,2/21/2015
623110,1_home_page,1/2/2015
424267,1_home_page,4/14/2015
511454,1_home_page,4/27/2015
317627,1_home_page,4/17/2015
66313,1_home_page,2/9/2015
405128,1_home_page,3/24/2015
238577,1_home_page,3/30/2015
642212,1_home_page,2/24/2015
669784,1_home_page,2/28/2015
684704,1_home_page,1/1/2015
730954,1_home_page,1/10/2015
350569,1_home_page,3/30/2015
920853,1_home_page,3/7/2015
222481,1_home_page,4/4/2015
202675,1_home_page,1/21/2015
581961,1_home_page,4/25/2015
735095,1_home_page,3/20/2015
125607,1_home_page,2/18/2015
202266,1_home_page,4/13/2015
517368,1_home_page,4/3/2015
309254,1_home_page,2/23/2015
998450,1_home_page,2/23/2015
549435,1_home_page,1/24/2015
414013,1_home_page,3/11/2015
736197,1_home_page,1/13/2015
379577,1_home_page,3/8/2015
1586,1_home_page,3/18/2015
625061,1_home_page,2/20/2015
578880,1_home_page,2/2/2015
779589,1_home_page,2/21/2015
99940,1_home_page,1/2/2015
608740,1_home_page,4/20/2015
876721,1_home_page,2/3/2015
136478,1_home_page,4/24/2015
575383,1_home_page,4/8/2015
752705,1_home_page,4/7/2015
651503,1_home_page,3/29/2015
217866,1_home_page,1/9/2015
296986,1_home_page,4/7/2015
471093,1_home_page,4/26/2015
754487,1_home_page,2/14/2015
929422,1_home_page,4/22/2015
298013,1_home_page,3/14/2015
38522,1_home_page,2/19/2015
881323,1_home_page,3/17/2015
172420,1_home_page,2/12/2015
794567,1_home_page,1/17/2015
698192,1_home_page,2/19/2015
809072,1_home_page,1/27/2015
33233,1_home_page,2/24/2015
925601,1_home_page,2/3/2015
600190,1_home_page,2/2/2015
794468,1_home_page,3/28/2015
829635,1_home_page,3/26/2015
841535,1_home_page,2/1/2015
415015,1_home_page,4/7/2015
777237,1_home_page,4/13/2015
758664,1_home_page,1/29/2015
556344,1_home_page,3/3/2015
544066,1_home_page,2/26/2015
650979,1_home_page,2/3/2015
35939,1_home_page,3/14/2015
672556,1_home_page,4/11/2015
554620,1_home_page,1/7/2015
600560,1_home_page,4/23/2015
746190,1_home_page,4/29/2015
388225,1_home_page,2/1/2015
463436,1_home_page,4/21/2015
486875,1_home_page,1/15/2015
346538,1_home_page,1/6/2015
787911,1_home_page,1/14/2015
246019,1_home_page,1/22/2015
402303,1_home_page,4/15/2015
159517,1_home_page,3/25/2015
247103,1_home_page,3/22/2015
164203,1_home_page,4/26/2015
680460,1_home_page,3/4/2015
128640,1_home_page,4/19/2015
104986,1_home_page,4/19/2015
267187,1_home_page,1/19/2015
502752,1_home_page,1/7/2015
596500,1_home_page,3/9/2015
457855,1_home_page,4/16/2015
78277,1_home_page,4/16/2015
639988,1_home_page,4/3/2015
681766,1_home_page,2/23/2015
247167,1_home_page,3/1/2015
161913,1_home_page,3/1/2015
72352,1_home_page,1/21/2015
219527,1_home_page,4/3/2015
463876,1_home_page,3/25/2015
347211,1_home_page,4/25/2015
311274,1_home_page,2/23/2015
465017,1_home_page,3/29/2015
122663,1_home_page,3/8/2015
853832,1_home_page,4/20/2015
886360,1_home_page,3/20/2015
852332,1_home_page,2/20/2015
301238,1_home_page,4/9/2015
462857,1_home_page,4/10/2015
888510,1_home_page,3/22/2015
275848,1_home_page,3/25/2015
798827,1_home_page,1/23/2015
303721,1_home_page,1/27/2015
958844,1_home_page,1/28/2015
883755,1_home_page,1/13/2015
631256,1_home_page,2/3/2015
806263,1_home_page,3/18/2015
509654,1_home_page,3/20/2015
368263,1_home_page,4/28/2015
740349,1_home_page,2/26/2015
551302,1_home_page,2/14/2015
191560,1_home_page,2/1/2015
728936,1_home_page,4/2/2015
478519,1_home_page,4/13/2015
491155,1_home_page,4/9/2015
351006,1_home_page,4/1/2015
626541,1_home_page,2/26/2015
693322,1_home_page,3/20/2015
612860,1_home_page,2/21/2015
947268,1_home_page,4/24/2015
895816,1_home_page,4/26/2015
735023,1_home_page,4/10/2015
891942,1_home_page,3/10/2015
415275,1_home_page,4/1/2015
18637,1_home_page,4/1/2015
686257,1_home_page,1/3/2015
446014,1_home_page,2/26/2015
496165,1_home_page,3/9/2015
348698,1_home_page,2/3/2015
408380,1_home_page,4/8/2015
186441,1_home_page,1/10/2015
890424,1_home_page,2/7/2015
782662,1_home_page,2/12/2015
644622,1_home_page,4/4/2015
2454,1_home_page,4/26/2015
377197,1_home_page,4/12/2015
84336,1_home_page,3/4/2015
879498,1_home_page,1/18/2015
328266,1_home_page,3/21/2015
464337,1_home_page,4/17/2015
590364,1_home_page,2/19/2015
722145,1_home_page,1/3/2015
662369,1_home_page,4/23/2015
459686,1_home_page,1/9/2015
322186,1_home_page,2/3/2015
56662,1_home_page,4/16/2015
703008,1_home_page,4/27/2015
84131,1_home_page,3/22/2015
636620,1_home_page,2/18/2015
646760,1_home_page,3/7/2015
946295,1_home_page,4/1/2015
711767,1_home_page,2/4/2015
369111,1_home_page,2/28/2015
495796,1_home_page,4/12/2015
28999,1_home_page,4/25/2015
849590,1_home_page,2/13/2015
542668,1_home_page,4/25/2015
16769,1_home_page,3/1/2015
878077,1_home_page,2/1/2015
728180,1_home_page,1/14/2015
751550,1_home_page,3/23/2015
31406,1_home_page,3/2/2015
833756,1_home_page,4/27/2015
981767,1_home_page,1/22/2015
754083,1_home_page,3/27/2015
150751,1_home_page,1/16/2015
756164,1_home_page,3/26/2015
193073,1_home_page,1/8/2015
794891,1_home_page,2/1/2015
741251,1_home_page,2/24/2015
200096,1_home_page,1/21/2015
569434,1_home_page,4/8/2015
552750,1_home_page,2/8/2015
905603,1_home_page,3/18/2015
96885,1_home_page,2/19/2015
817174,1_home_page,3/18/2015
202355,1_home_page,3/19/2015
777829,1_home_page,2/12/2015
402057,1_home_page,2/28/2015
844107,1_home_page,4/13/2015
258017,1_home_page,3/12/2015
846335,1_home_page,2/5/2015
881964,1_home_page,2/19/2015
665984,1_home_page,2/8/2015
711130,1_home_page,3/28/2015
442678,1_home_page,4/4/2015
647310,1_home_page,3/12/2015
156563,1_home_page,1/15/2015
400599,1_home_page,4/8/2015
557964,1_home_page,2/12/2015
153012,1_home_page,3/7/2015
718457,1_home_page,3/14/2015
698892,1_home_page,1/8/2015
56731,1_home_page,3/2/2015
677429,1_home_page,4/14/2015
298667,1_home_page,4/7/2015
617086,1_home_page,3/16/2015
335048,1_home_page,3/17/2015
347253,1_home_page,2/2/2015
117181,1_home_page,1/30/2015
877676,1_home_page,1/17/2015
457566,1_home_page,2/14/2015
581289,1_home_page,4/9/2015
843205,1_home_page,4/24/2015
97499,1_home_page,2/11/2015
857445,1_home_page,2/3/2015
953238,1_home_page,1/18/2015
428806,1_home_page,1/15/2015
598744,1_home_page,2/19/2015
553621,1_home_page,2/1/2015
434672,1_home_page,1/15/2015
240819,1_home_page,3/7/2015
433212,1_home_page,4/28/2015
801824,1_home_page,3/29/2015
595317,1_home_page,2/17/2015
57494,1_home_page,3/21/2015
58616,1_home_page,3/11/2015
900341,1_home_page,4/24/2015
523791,1_home_page,3/31/2015
861057,1_home_page,4/9/2015
46727,1_home_page,4/22/2015
620211,1_home_page,2/6/2015
253935,1_home_page,2/4/2015
217554,1_home_page,1/19/2015
311743,1_home_page,4/17/2015
925831,1_home_page,4/5/2015
419504,1_home_page,2/13/2015
362346,1_home_page,2/5/2015
461381,1_home_page,1/17/2015
69246,1_home_page,3/11/2015
518309,1_home_page,3/1/2015
292958,1_home_page,1/6/2015
453521,1_home_page,2/1/2015
579935,1_home_page,4/11/2015
502342,1_home_page,3/22/2015
61816,1_home_page,2/10/2015
835694,1_home_page,4/17/2015
161990,1_home_page,4/29/2015
415137,1_home_page,4/20/2015
882519,1_home_page,4/15/2015
69081,1_home_page,2/25/2015
703386,1_home_page,2/6/2015
616809,1_home_page,1/27/2015
366861,1_home_page,4/15/2015
874927,1_home_page,2/5/2015
949524,1_home_page,3/9/2015
679734,1_home_page,1/21/2015
429029,1_home_page,4/7/2015
5547,1_home_page,2/3/2015
677475,1_home_page,1/1/2015
995314,1_home_page,1/6/2015
896094,1_home_page,1/6/2015
974288,1_home_page,2/19/2015
263336,1_home_page,2/26/2015
644353,1_home_page,4/25/2015
288724,1_home_page,2/18/2015
351433,1_home_page,4/6/2015
511310,1_home_page,3/9/2015
544460,1_home_page,2/13/2015
972977,1_home_page,1/6/2015
628715,1_home_page,1/22/2015
44576,1_home_page,3/10/2015
833892,1_home_page,1/14/2015
716504,1_home_page,4/15/2015
16031,1_home_page,2/22/2015
625295,1_home_page,3/2/2015
52842,1_home_page,3/13/2015
707100,1_home_page,4/20/2015
413997,1_home_page,4/30/2015
365896,1_home_page,4/15/2015
567856,1_home_page,2/16/2015
471060,1_home_page,1/4/2015
883441,1_home_page,4/23/2015
997767,1_home_page,3/31/2015
814111,1_home_page,3/7/2015
973832,1_home_page,1/11/2015
639805,1_home_page,4/28/2015
5695,1_home_page,4/22/2015
948843,1_home_page,2/26/2015
176254,1_home_page,1/16/2015
322899,1_home_page,4/2/2015
983550,1_home_page,2/28/2015
687507,1_home_page,3/16/2015
1092,1_home_page,1/3/2015
103346,1_home_page,2/7/2015
526849,1_home_page,3/25/2015
748168,1_home_page,3/16/2015
582207,1_home_page,2/15/2015
491536,1_home_page,1/14/2015
667742,1_home_page,1/5/2015
83108,1_home_page,4/29/2015
236666,1_home_page,2/1/2015
943499,1_home_page,1/18/2015
937135,1_home_page,2/11/2015
526236,1_home_page,4/14/2015
3264,1_home_page,4/1/2015
287372,1_home_page,3/12/2015
561276,1_home_page,2/13/2015
151008,1_home_page,3/13/2015
475511,1_home_page,4/30/2015
839805,1_home_page,2/27/2015
636673,1_home_page,4/16/2015
928950,1_home_page,3/10/2015
871181,1_home_page,2/6/2015
37832,1_home_page,3/7/2015
895694,1_home_page,4/18/2015
395712,1_home_page,3/23/2015
565303,1_home_page,4/10/2015
122194,1_home_page,3/22/2015
763839,1_home_page,1/2/2015
50491,1_home_page,1/10/2015
411538,1_home_page,4/30/2015
827328,1_home_page,3/27/2015
171233,1_home_page,2/23/2015
170288,1_home_page,2/20/2015
122113,1_home_page,2/4/2015
772421,1_home_page,3/24/2015
860359,1_home_page,3/29/2015
68388,1_home_page,3/23/2015
861081,1_home_page,1/16/2015
415022,1_home_page,3/10/2015
832361,1_home_page,1/27/2015
547030,1_home_page,3/3/2015
43711,1_home_page,1/2/2015
724630,1_home_page,4/29/2015
30402,1_home_page,4/6/2015
455070,1_home_page,1/29/2015
203181,1_home_page,2/25/2015
211587,1_home_page,1/7/2015
908997,1_home_page,1/3/2015
283224,1_home_page,4/19/2015
527578,1_home_page,2/25/2015
958249,1_home_page,1/27/2015
794955,1_home_page,3/21/2015
553050,1_home_page,4/15/2015
899344,1_home_page,2/28/2015
398594,1_home_page,4/19/2015
328905,1_home_page,2/28/2015
867350,1_home_page,4/6/2015
207961,1_home_page,3/16/2015
586721,1_home_page,1/21/2015
39198,1_home_page,3/8/2015
551017,1_home_page,2/3/2015
835533,1_home_page,1/21/2015
236225,1_home_page,2/9/2015
664462,1_home_page,1/6/2015
797218,1_home_page,4/24/2015
732966,1_home_page,2/5/2015
192219,1_home_page,3/17/2015
975533,1_home_page,4/7/2015
273540,1_home_page,3/20/2015
337769,1_home_page,3/1/2015
126069,1_home_page,1/18/2015
584402,1_home_page,4/22/2015
903901,1_home_page,4/28/2015
192925,1_home_page,2/23/2015
583792,1_home_page,2/6/2015
708236,1_home_page,2/8/2015
140648,1_home_page,1/2/2015
924014,1_home_page,2/14/2015
183506,1_home_page,2/7/2015
306950,1_home_page,2/23/2015
398854,1_home_page,2/26/2015
491435,1_home_page,2/9/2015
355609,1_home_page,2/4/2015
657055,1_home_page,2/15/2015
552093,1_home_page,3/18/2015
127479,1_home_page,3/15/2015
821181,1_home_page,3/7/2015
784776,1_home_page,2/10/2015
930640,1_home_page,1/25/2015
797450,1_home_page,4/20/2015
890784,1_home_page,2/23/2015
9485,1_home_page,4/26/2015
297667,1_home_page,4/23/2015
974527,1_home_page,2/5/2015
172904,1_home_page,1/25/2015
338151,1_home_page,2/23/2015
434942,1_home_page,4/29/2015
935529,1_home_page,2/14/2015
364985,1_home_page,4/8/2015
991978,1_home_page,2/6/2015
942882,1_home_page,1/7/2015
817056,1_home_page,4/9/2015
433854,1_home_page,2/12/2015
205266,1_home_page,1/9/2015
370729,1_home_page,2/22/2015
180033,1_home_page,3/23/2015
410670,1_home_page,2/25/2015
722931,1_home_page,1/20/2015
20181,1_home_page,3/22/2015
524170,1_home_page,1/12/2015
498245,1_home_page,1/30/2015
471194,1_home_page,2/14/2015
615826,1_home_page,1/15/2015
313417,1_home_page,1/28/2015
417313,1_home_page,4/20/2015
507666,1_home_page,4/13/2015
994457,1_home_page,4/11/2015
765976,1_home_page,4/2/2015
534693,1_home_page,3/18/2015
310101,1_home_page,1/20/2015
350265,1_home_page,3/24/2015
887936,1_home_page,1/10/2015
432418,1_home_page,1/22/2015
665419,1_home_page,3/18/2015
967560,1_home_page,1/16/2015
482145,1_home_page,3/15/2015
318394,1_home_page,1/5/2015
835597,1_home_page,1/15/2015
430887,1_home_page,4/2/2015
512283,1_home_page,4/14/2015
383671,1_home_page,1/1/2015
219467,1_home_page,3/4/2015
428778,1_home_page,2/23/2015
342234,1_home_page,1/2/2015
303114,1_home_page,3/9/2015
145107,1_home_page,1/3/2015
497928,1_home_page,4/26/2015
813291,1_home_page,2/2/2015
786894,1_home_page,4/15/2015
350583,1_home_page,3/16/2015
915411,1_home_page,1/14/2015
103050,1_home_page,4/9/2015
1321,1_home_page,4/18/2015
712407,1_home_page,3/27/2015
399536,1_home_page,4/8/2015
682976,1_home_page,3/16/2015
267804,1_home_page,1/19/2015
266507,1_home_page,2/4/2015
896634,1_home_page,3/2/2015
395579,1_home_page,2/11/2015
361431,1_home_page,4/20/2015
261004,1_home_page,3/25/2015
532935,1_home_page,4/18/2015
801656,1_home_page,1/22/2015
366100,1_home_page,4/10/2015
440095,1_home_page,3/11/2015
411943,1_home_page,2/10/2015
272708,1_home_page,3/4/2015
216276,1_home_page,1/5/2015
638923,1_home_page,1/21/2015
428298,1_home_page,1/3/2015
373311,1_home_page,4/13/2015
647198,1_home_page,3/9/2015
339907,1_home_page,4/23/2015
658878,1_home_page,4/10/2015
407786,1_home_page,1/21/2015
483476,1_home_page,3/19/2015
277306,1_home_page,2/7/2015
641423,1_home_page,3/12/2015
525462,1_home_page,4/14/2015
877705,1_home_page,3/22/2015
352007,1_home_page,4/15/2015
706849,1_home_page,4/12/2015
929084,1_home_page,3/17/2015
866145,1_home_page,4/30/2015
483868,1_home_page,1/12/2015
743516,1_home_page,4/18/2015
92140,1_home_page,2/16/2015
415429,1_home_page,3/19/2015
997179,1_home_page,3/29/2015
903988,1_home_page,3/17/2015
106229,1_home_page,4/3/2015
280547,1_home_page,1/16/2015
524451,1_home_page,1/27/2015
988271,1_home_page,2/15/2015
973451,1_home_page,3/10/2015
1670,1_home_page,3/29/2015
860108,1_home_page,4/15/2015
46700,1_home_page,4/12/2015
506726,1_home_page,1/22/2015
497644,1_home_page,3/24/2015
515329,1_home_page,4/14/2015
291058,1_home_page,3/27/2015
348883,1_home_page,3/28/2015
402206,1_home_page,2/5/2015
342517,1_home_page,1/22/2015
615830,1_home_page,2/4/2015
13415,1_home_page,4/16/2015
618743,1_home_page,2/22/2015
514861,1_home_page,3/14/2015
524550,1_home_page,1/25/2015
831198,1_home_page,1/12/2015
801176,1_home_page,1/13/2015
612963,1_home_page,4/8/2015
210950,1_home_page,1/15/2015
194763,1_home_page,3/5/2015
74392,1_home_page,4/21/2015
819241,1_home_page,4/28/2015
142690,1_home_page,3/11/2015
475130,1_home_page,1/12/2015
691767,1_home_page,1/30/2015
835434,1_home_page,3/13/2015
192319,1_home_page,1/30/2015
656644,1_home_page,1/2/2015
191867,1_home_page,2/2/2015
282071,1_home_page,3/7/2015
213632,1_home_page,1/14/2015
404463,1_home_page,4/20/2015
607708,1_home_page,4/15/2015
50417,1_home_page,1/11/2015
285127,1_home_page,2/3/2015
305143,1_home_page,4/25/2015
498571,1_home_page,3/10/2015
474288,1_home_page,4/30/2015
434174,1_home_page,4/10/2015
492325,1_home_page,1/14/2015
792853,1_home_page,2/16/2015
92930,1_home_page,2/6/2015
146437,1_home_page,1/21/2015
947984,1_home_page,3/16/2015
349397,1_home_page,4/4/2015
280360,1_home_page,4/23/2015
403509,1_home_page,3/2/2015
526339,1_home_page,3/25/2015
375804,1_home_page,4/22/2015
540410,1_home_page,1/7/2015
389095,1_home_page,4/23/2015
20936,1_home_page,1/17/2015
129907,1_home_page,4/28/2015
271152,1_home_page,3/16/2015
625648,1_home_page,1/13/2015
183219,1_home_page,2/6/2015
767813,1_home_page,2/25/2015
323982,1_home_page,1/25/2015
207335,1_home_page,4/30/2015
480008,1_home_page,4/23/2015
418038,1_home_page,4/7/2015
613517,1_home_page,2/15/2015
438794,1_home_page,3/9/2015
208419,1_home_page,2/22/2015
217933,1_home_page,1/18/2015
941665,1_home_page,4/19/2015
818289,1_home_page,1/26/2015
141102,1_home_page,3/27/2015
826939,1_home_page,3/20/2015
201920,1_home_page,1/22/2015
791960,1_home_page,4/26/2015
753398,1_home_page,4/27/2015
324843,1_home_page,1/26/2015
539068,1_home_page,3/3/2015
975352,1_home_page,2/12/2015
545012,1_home_page,1/5/2015
593130,1_home_page,4/30/2015
120228,1_home_page,2/20/2015
310910,1_home_page,4/8/2015
879372,1_home_page,3/27/2015
719057,1_home_page,3/4/2015
132623,1_home_page,2/20/2015
797735,1_home_page,3/22/2015
290311,1_home_page,4/18/2015
263883,1_home_page,1/8/2015
209533,1_home_page,2/11/2015
896267,1_home_page,2/23/2015
180821,1_home_page,2/19/2015
536348,1_home_page,4/5/2015
640889,1_home_page,3/30/2015
658435,1_home_page,3/31/2015
106734,1_home_page,1/21/2015
470717,1_home_page,3/3/2015
277713,1_home_page,1/23/2015
729192,1_home_page,2/23/2015
857392,1_home_page,4/26/2015
66357,1_home_page,3/29/2015
246750,1_home_page,3/1/2015
799383,1_home_page,1/17/2015
523705,1_home_page,1/20/2015
961819,1_home_page,4/21/2015
777932,1_home_page,1/6/2015
350213,1_home_page,4/30/2015
684805,1_home_page,3/22/2015
961447,1_home_page,2/7/2015
909011,1_home_page,2/15/2015
436731,1_home_page,1/18/2015
297265,1_home_page,2/27/2015
850802,1_home_page,3/25/2015
291053,1_home_page,3/17/2015
871334,1_home_page,1/7/2015
787555,1_home_page,3/19/2015
656358,1_home_page,4/25/2015
273111,1_home_page,2/25/2015
606593,1_home_page,1/24/2015
751799,1_home_page,2/9/2015
605862,1_home_page,3/6/2015
949970,1_home_page,3/10/2015
628785,1_home_page,1/7/2015
401512,1_home_page,2/20/2015
497734,1_home_page,1/31/2015
6715,1_home_page,2/17/2015
334888,1_home_page,1/28/2015
479279,1_home_page,1/29/2015
811612,1_home_page,2/9/2015
781691,1_home_page,2/6/2015
114079,1_home_page,4/3/2015
165218,1_home_page,3/25/2015
453697,1_home_page,4/2/2015
83641,1_home_page,1/3/2015
701427,1_home_page,4/21/2015
861300,1_home_page,4/27/2015
258735,1_home_page,3/30/2015
882641,1_home_page,3/30/2015
728820,1_home_page,1/4/2015
393231,1_home_page,3/3/2015
788190,1_home_page,3/24/2015
238578,1_home_page,1/4/2015
273928,1_home_page,2/3/2015
537507,1_home_page,3/20/2015
835461,1_home_page,4/27/2015
25101,1_home_page,3/11/2015
571531,1_home_page,2/13/2015
141561,1_home_page,2/9/2015
689495,1_home_page,2/5/2015
912711,1_home_page,3/17/2015
48570,1_home_page,2/4/2015
609957,1_home_page,3/24/2015
892133,1_home_page,2/7/2015
531148,1_home_page,2/7/2015
913876,1_home_page,1/22/2015
582074,1_home_page,2/4/2015
905164,1_home_page,1/11/2015
53074,1_home_page,2/4/2015
479720,1_home_page,4/14/2015
213059,1_home_page,2/7/2015
58131,1_home_page,3/5/2015
467960,1_home_page,4/17/2015
258901,1_home_page,3/12/2015
912240,1_home_page,2/11/2015
528846,1_home_page,1/6/2015
62224,1_home_page,3/7/2015
956430,1_home_page,1/12/2015
136066,1_home_page,2/21/2015
124596,1_home_page,2/17/2015
644836,1_home_page,4/4/2015
350149,1_home_page,1/27/2015
532836,1_home_page,4/21/2015
125054,1_home_page,4/6/2015
462710,1_home_page,2/23/2015
96932,1_home_page,3/27/2015
324380,1_home_page,1/10/2015
55369,1_home_page,2/2/2015
302134,1_home_page,2/6/2015
81072,1_home_page,3/3/2015
886066,1_home_page,1/10/2015
622604,1_home_page,4/4/2015
817253,1_home_page,1/2/2015
93447,1_home_page,2/7/2015
384037,1_home_page,2/16/2015
910528,1_home_page,1/3/2015
251969,1_home_page,3/26/2015
645419,1_home_page,3/13/2015
87317,1_home_page,1/8/2015
340870,1_home_page,4/8/2015
504901,1_home_page,2/18/2015
757532,1_home_page,2/15/2015
304250,1_home_page,1/1/2015
878260,1_home_page,1/16/2015
420450,1_home_page,1/13/2015
231833,1_home_page,3/27/2015
836625,1_home_page,3/29/2015
53706,1_home_page,4/1/2015
108810,1_home_page,3/12/2015
980408,1_home_page,4/10/2015
793786,1_home_page,2/22/2015
774589,1_home_page,4/17/2015
52245,1_home_page,1/9/2015
221871,1_home_page,1/28/2015
655420,1_home_page,3/13/2015
195658,1_home_page,2/20/2015
995883,1_home_page,4/27/2015
8968,1_home_page,3/4/2015
894565,1_home_page,4/27/2015
126427,1_home_page,2/2/2015
380559,1_home_page,3/11/2015
986049,1_home_page,2/12/2015
946167,1_home_page,3/17/2015
605303,1_home_page,1/21/2015
232875,1_home_page,4/6/2015
822338,1_home_page,1/5/2015
337384,1_home_page,1/9/2015
208763,1_home_page,1/20/2015
356178,1_home_page,1/29/2015
404646,1_home_page,2/9/2015
629553,1_home_page,4/1/2015
372019,1_home_page,2/8/2015
928282,1_home_page,1/24/2015
939383,1_home_page,4/17/2015
918814,1_home_page,4/29/2015
56732,1_home_page,2/23/2015
725491,1_home_page,4/13/2015
195502,1_home_page,1/21/2015
371043,1_home_page,1/21/2015
845811,1_home_page,3/16/2015
80358,1_home_page,2/19/2015
544467,1_home_page,1/15/2015
438955,1_home_page,2/5/2015
791332,1_home_page,2/11/2015
147290,1_home_page,1/3/2015
995916,1_home_page,4/12/2015
42897,1_home_page,1/2/2015
637812,1_home_page,3/10/2015
994945,1_home_page,1/20/2015
554327,1_home_page,2/18/2015
901966,1_home_page,3/25/2015
284291,1_home_page,4/3/2015
8251,1_home_page,3/25/2015
853693,1_home_page,3/28/2015
913206,1_home_page,4/18/2015
553113,1_home_page,2/21/2015
657449,1_home_page,2/23/2015
536449,1_home_page,3/7/2015
188711,1_home_page,3/7/2015
226478,1_home_page,1/14/2015
849143,1_home_page,3/31/2015
665800,1_home_page,3/18/2015
202035,1_home_page,3/20/2015
207727,1_home_page,2/4/2015
652894,1_home_page,1/31/2015
20737,1_home_page,1/30/2015
523786,1_home_page,1/20/2015
333818,1_home_page,4/8/2015
967908,1_home_page,2/20/2015
347704,1_home_page,3/20/2015
436349,1_home_page,4/2/2015
177379,1_home_page,3/11/2015
469408,1_home_page,2/26/2015
684497,1_home_page,4/5/2015
598285,1_home_page,1/4/2015
645944,1_home_page,2/20/2015
16662,1_home_page,3/26/2015
599639,1_home_page,3/12/2015
209985,1_home_page,4/18/2015
26520,1_home_page,2/11/2015
836340,1_home_page,4/24/2015
290236,1_home_page,2/20/2015
800022,1_home_page,2/26/2015
351395,1_home_page,4/7/2015
649917,1_home_page,4/29/2015
433731,1_home_page,4/1/2015
804987,1_home_page,1/14/2015
540836,1_home_page,4/28/2015
245123,1_home_page,2/7/2015
71765,1_home_page,1/10/2015
837069,1_home_page,2/25/2015
