,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
288,289,2,1,42.0,0,0,13.0,3
289,290,3,1,22.0,0,0,7.75,3
290,291,1,1,26.0,0,0,78.85,3
291,292,1,1,19.0,1,0,91.0792,3
292,293,2,1,36.0,0,0,12.875,3
293,294,3,1,24.0,0,0,8.85,3
294,295,3,1,24.0,0,0,7.8958,3
295,296,1,1,29.0,0,0,27.7208,3
296,297,3,1,23.5,0,0,7.2292,3
297,298,1,1,2.0,1,2,151.55,3
298,299,1,1,29.0,0,0,30.5,3
299,300,1,1,50.0,0,1,247.5208,3
300,301,3,1,27.0,0,0,7.75,3
301,302,3,1,29.0,2,0,23.25,3
302,303,3,1,19.0,0,0,0.0,3
303,304,2,1,27.0,0,0,12.35,3
304,305,3,1,29.0,0,0,8.05,3
305,306,1,1,0.92,1,2,151.55,3
306,307,1,1,27.0,0,0,110.8833,3
307,308,1,1,17.0,1,0,108.9,3
308,309,2,1,30.0,1,0,24.0,3
309,310,1,1,30.0,0,0,56.9292,3
310,311,1,1,24.0,0,0,83.1583,3
311,312,1,1,18.0,2,2,262.375,3
312,313,2,1,26.0,1,1,26.0,3
313,314,3,1,28.0,0,0,7.8958,3
314,315,2,1,43.0,1,1,26.25,3
315,316,3,1,26.0,0,0,7.8542,3
316,317,2,1,24.0,1,0,26.0,3
317,318,2,1,54.0,0,0,14.0,3
318,319,1,1,31.0,0,2,164.8667,3
319,320,1,1,40.0,1,1,134.5,3
320,321,3,1,22.0,0,0,7.25,3
321,322,3,1,27.0,0,0,7.8958,3
322,323,2,1,30.0,0,0,12.35,3
323,324,2,1,22.0,1,1,29.0,3
324,325,3,1,29.0,8,2,69.55,3
325,326,1,1,36.0,0,0,135.6333,3
326,327,3,1,61.0,0,0,6.2375,3
327,328,2,1,36.0,0,0,13.0,3
328,329,3,1,31.0,1,1,20.525,3
329,330,1,1,16.0,0,1,57.9792,3
330,331,3,1,27.0,2,0,23.25,3
331,332,1,1,45.5,0,0,28.5,3
332,333,1,1,38.0,0,1,153.4625,3
333,334,3,1,16.0,2,0,18.0,3
334,335,1,1,27.0,1,0,133.65,3
335,336,3,1,29.0,0,0,7.8958,3
336,337,1,1,29.0,1,0,66.6,3
337,338,1,1,41.0,0,0,134.5,3
338,339,3,1,45.0,0,0,8.05,3
339,340,1,1,45.0,0,0,35.5,3
340,341,2,1,2.0,1,1,26.0,3
341,342,1,1,24.0,3,2,263.0,3
342,343,2,1,28.0,0,0,13.0,3
343,344,2,1,25.0,0,0,13.0,3
344,345,2,1,36.0,0,0,13.0,3
345,346,2,1,24.0,0,0,13.0,3
346,347,2,1,40.0,0,0,13.0,3
347,348,3,1,27.0,1,0,16.1,3
348,349,3,1,3.0,1,1,15.9,3
349,350,3,1,42.0,0,0,8.6625,3
350,351,3,1,23.0,0,0,9.225,3
351,352,1,1,29.0,0,0,35.0,3
352,353,3,1,15.0,1,1,7.2292,3
353,354,3,1,25.0,1,0,17.8,3
354,355,3,1,29.0,0,0,7.225,3
355,356,3,1,28.0,0,0,9.5,3
356,357,1,1,22.0,0,1,55.0,3
357,358,2,1,38.0,0,0,13.0,3
358,359,3,1,27.0,0,0,7.8792,3
359,360,3,1,27.0,0,0,7.8792,3
360,361,3,1,40.0,1,4,27.9,3
361,362,2,1,29.0,1,0,27.7208,3
362,363,3,1,45.0,0,1,14.4542,3
363,364,3,1,35.0,0,0,7.05,3
364,365,3,1,29.0,1,0,15.5,3
365,366,3,1,30.0,0,0,7.25,3
366,367,1,1,60.0,1,0,75.25,3
367,368,3,1,27.0,0,0,7.2292,3
368,369,3,1,27.0,0,0,7.75,3
369,370,1,1,24.0,0,0,69.3,3
370,371,1,1,25.0,1,0,55.4417,3
371,372,3,1,18.0,1,0,6.4958,3
372,373,3,1,19.0,0,0,8.05,3
373,374,1,1,22.0,0,0,135.6333,3
374,375,3,1,3.0,3,1,21.075,3
375,376,1,1,27.0,1,0,82.1708,3
376,377,3,1,22.0,0,0,7.25,3
377,378,1,1,27.0,0,2,211.5,3
378,379,3,1,20.0,0,0,4.0125,3
379,380,3,1,19.0,0,0,7.775,3
380,381,1,1,42.0,0,0,227.525,3
381,382,3,1,1.0,0,2,15.7417,3
382,383,3,1,32.0,0,0,7.925,3
383,384,1,1,35.0,1,0,52.0,3
384,385,3,1,29.0,0,0,7.8958,3
385,386,2,1,18.0,0,0,73.5,3
386,387,3,1,1.0,5,2,46.9,3
387,388,2,1,36.0,0,0,13.0,3
388,389,3,1,29.0,0,0,7.7292,3
389,390,2,1,17.0,0,0,12.0,3
390,391,1,1,36.0,1,2,120.0,3
391,392,3,1,21.0,0,0,7.7958,3
392,393,3,1,28.0,2,0,7.925,3
393,394,1,1,23.0,1,0,113.275,3
394,395,3,1,24.0,0,2,16.7,3
395,396,3,1,22.0,0,0,7.7958,3
396,397,3,1,31.0,0,0,7.8542,3
397,398,2,1,46.0,0,0,26.0,3
398,399,2,1,23.0,0,0,10.5,3
399,400,2,1,28.0,0,0,12.65,3
400,401,3,1,39.0,0,0,7.925,3
401,402,3,1,26.0,0,0,8.05,3
402,403,3,1,21.0,1,0,9.825,3
403,404,3,1,28.0,1,0,15.85,3
404,405,3,1,20.0,0,0,8.6625,3
405,406,2,1,34.0,1,0,21.0,3
406,407,3,1,51.0,0,0,7.75,3
407,408,2,1,3.0,1,1,18.75,3
408,409,3,1,21.0,0,0,7.775,3
409,410,3,1,27.0,3,1,25.4667,3
410,411,3,1,29.0,0,0,7.8958,3
411,412,3,1,29.0,0,0,6.8583,3
412,413,1,1,33.0,1,0,90.0,3
413,414,2,1,29.0,0,0,0.0,3
414,415,3,1,44.0,0,0,7.925,3
415,416,3,1,27.0,0,0,8.05,3
416,417,2,1,34.0,1,1,32.5,3
417,418,2,1,18.0,0,2,13.0,3
418,419,2,1,30.0,0,0,13.0,3
419,420,3,1,10.0,0,2,24.15,3
420,421,3,1,29.0,0,0,7.8958,3
421,422,3,1,21.0,0,0,7.7333,3
422,423,3,1,29.0,0,0,7.875,3
423,424,3,1,28.0,1,1,14.4,3
424,425,3,1,18.0,1,1,20.2125,3
425,426,3,1,29.0,0,0,7.25,3
426,427,2,1,28.0,1,0,26.0,3
427,428,2,1,19.0,0,0,26.0,3
428,429,3,1,29.0,0,0,7.75,3
429,430,3,1,32.0,0,0,8.05,3
430,431,1,1,28.0,0,0,26.55,3
431,432,3,1,27.0,1,0,16.1,3
432,433,2,1,42.0,1,0,26.0,3
433,434,3,1,17.0,0,0,7.125,3
434,435,1,1,50.0,1,0,55.9,3
435,436,1,1,14.0,1,2,120.0,3
436,437,3,1,21.0,2,2,34.375,3
437,438,2,1,24.0,2,3,18.75,3
438,439,1,1,64.0,1,4,263.0,3
439,440,2,1,31.0,0,0,10.5,3
440,441,2,1,45.0,1,1,26.25,3
441,442,3,1,20.0,0,0,9.5,3
442,443,3,1,25.0,1,0,7.775,3
443,444,2,1,28.0,0,0,13.0,3
444,445,3,1,29.0,0,0,8.1125,3
445,446,1,1,4.0,0,2,81.8583,3
446,447,2,1,13.0,0,1,19.5,3
447,448,1,1,34.0,0,0,26.55,3
448,449,3,1,5.0,2,1,19.2583,3
449,450,1,1,52.0,0,0,30.5,3
450,451,2,1,36.0,1,2,27.75,3
451,452,3,1,29.0,1,0,19.9667,3
452,453,1,1,30.0,0,0,27.75,3
453,454,1,1,49.0,1,0,89.1042,3
454,455,3,1,29.0,0,0,8.05,3
455,456,3,1,29.0,0,0,7.8958,3
456,457,1,1,65.0,0,0,26.55,3
457,458,1,1,27.0,1,0,51.8625,3
458,459,2,1,50.0,0,0,10.5,3
459,460,3,1,29.0,0,0,7.75,3
460,461,1,1,48.0,0,0,26.55,3
461,462,3,1,34.0,0,0,8.05,3
462,463,1,1,47.0,0,0,38.5,3
463,464,2,1,48.0,0,0,13.0,3
464,465,3,1,29.0,0,0,8.05,3
465,466,3,1,38.0,0,0,7.05,3
466,467,2,1,29.0,0,0,0.0,3
467,468,1,1,56.0,0,0,26.55,3
468,469,3,1,29.0,0,0,7.725,3
469,470,3,1,0.75,2,1,19.2583,3
470,471,3,1,29.0,0,0,7.25,3
471,472,3,1,38.0,0,0,8.6625,3
472,473,2,1,33.0,1,2,27.75,3
473,474,2,1,23.0,0,0,13.7917,3
474,475,3,1,22.0,0,0,9.8375,3
475,476,1,1,29.0,0,0,52.0,3
476,477,2,1,34.0,1,0,21.0,3
477,478,3,1,29.0,1,0,7.0458,3
478,479,3,1,22.0,0,0,7.5208,3
479,480,3,1,2.0,0,1,12.2875,3
480,481,3,1,9.0,5,2,46.9,3
481,482,2,1,29.0,0,0,0.0,3
482,483,3,1,50.0,0,0,8.05,3
483,484,3,1,63.0,0,0,9.5875,3
484,485,1,1,25.0,1,0,91.0792,3
485,486,3,1,27.0,3,1,25.4667,3
486,487,1,1,35.0,1,0,90.0,3
487,488,1,1,58.0,0,0,29.7,3
488,489,3,1,30.0,0,0,8.05,3
489,490,3,1,9.0,1,1,15.9,3
490,491,3,1,29.0,1,0,19.9667,3
491,492,3,1,21.0,0,0,7.25,3
492,493,1,1,55.0,0,0,30.5,3
493,494,1,1,71.0,0,0,49.5042,3
494,495,3,1,21.0,0,0,8.05,3
495,496,3,1,29.0,0,0,14.4583,3
496,497,1,1,54.0,1,0,78.2667,3
497,498,3,1,29.0,0,0,15.1,3
498,499,1,1,25.0,1,2,151.55,3
499,500,3,1,24.0,0,0,7.7958,3
500,501,3,1,17.0,0,0,8.6625,3
501,502,3,1,21.0,0,0,7.75,3
502,503,3,1,27.0,0,0,7.6292,3
503,504,3,1,37.0,0,0,9.5875,3
504,505,1,1,16.0,0,0,86.5,3
505,506,1,1,18.0,1,0,108.9,3
506,507,2,1,33.0,0,2,26.0,3
507,508,1,1,29.0,0,0,26.55,3
508,509,3,1,28.0,0,0,22.525,3
509,510,3,1,26.0,0,0,56.4958,3
510,511,3,1,29.0,0,0,7.75,3
511,512,3,1,29.0,0,0,8.05,3
512,513,1,1,36.0,0,0,26.2875,3
513,514,1,1,54.0,1,0,59.4,3
514,515,3,1,24.0,0,0,7.4958,3
515,516,1,1,47.0,0,0,34.0208,3
516,517,2,1,34.0,0,0,10.5,3
517,518,3,1,29.0,0,0,24.15,3
518,519,2,1,36.0,1,0,26.0,3
519,520,3,1,32.0,0,0,7.8958,3
520,521,1,1,30.0,0,0,93.5,3
521,522,3,1,22.0,0,0,7.8958,3
522,523,3,1,29.0,0,0,7.225,3
523,524,1,1,44.0,0,1,57.9792,3
524,525,3,1,29.0,0,0,7.2292,3
525,526,3,1,40.5,0,0,7.75,3
526,527,2,1,50.0,0,0,10.5,3
527,528,1,1,29.0,0,0,221.7792,3
528,529,3,1,39.0,0,0,7.925,3
529,530,2,1,23.0,2,1,11.5,3
530,531,2,1,2.0,1,1,26.0,3
531,532,3,1,29.0,0,0,7.2292,3
532,533,3,1,17.0,1,1,7.2292,3
533,534,3,1,27.0,0,2,22.3583,3
534,535,3,1,30.0,0,0,8.6625,3
535,536,2,1,7.0,0,2,26.25,3
536,537,1,1,45.0,0,0,26.55,3
537,538,1,1,30.0,0,0,106.425,3
538,539,3,1,29.0,0,0,14.5,3
539,540,1,1,22.0,0,2,49.5,3
540,541,1,1,36.0,0,2,71.0,3
541,542,3,1,9.0,4,2,31.275,3
542,543,3,1,11.0,4,2,31.275,3
543,544,2,1,32.0,1,0,26.0,3
544,545,1,1,50.0,1,0,106.425,3
545,546,1,1,64.0,0,0,26.0,3
546,547,2,1,19.0,1,0,26.0,3
547,548,2,1,29.0,0,0,13.8625,3
548,549,3,1,33.0,1,1,20.525,3
549,550,2,1,8.0,1,1,36.75,3
550,551,1,1,17.0,0,2,110.8833,3
551,552,2,1,27.0,0,0,26.0,3
552,553,3,1,29.0,0,0,7.8292,3
553,554,3,1,22.0,0,0,7.225,3
554,555,3,1,22.0,0,0,7.775,3
555,556,1,1,62.0,0,0,26.55,3
556,557,1,1,48.0,1,0,39.6,3
557,558,1,1,29.0,0,0,227.525,3
558,559,1,1,39.0,1,1,79.65,3
559,560,3,1,36.0,1,0,17.4,3
560,561,3,1,29.0,0,0,7.75,3
561,562,3,1,40.0,0,0,7.8958,3
562,563,2,1,28.0,0,0,13.5,3
563,564,3,1,29.0,0,0,8.05,3
564,565,3,1,27.0,0,0,8.05,3
565,566,3,1,24.0,2,0,24.15,3
566,567,3,1,19.0,0,0,7.8958,3
567,568,3,1,29.0,0,4,21.075,3
568,569,3,1,29.0,0,0,7.2292,3
569,570,3,1,32.0,0,0,7.8542,3
570,571,2,1,62.0,0,0,10.5,3
571,572,1,1,53.0,2,0,51.4792,3
572,573,1,1,36.0,0,0,26.3875,3
573,574,3,1,27.0,0,0,7.75,3
574,575,3,1,16.0,0,0,8.05,3
575,576,3,1,19.0,0,0,14.5,3
576,577,2,1,34.0,0,0,13.0,3
577,578,1,1,39.0,1,0,55.9,3
578,579,3,1,27.0,1,0,14.4583,3
579,580,3,1,32.0,0,0,7.925,3
580,581,2,1,25.0,1,1,30.0,3
581,582,1,1,39.0,1,1,110.8833,3
582,583,2,1,54.0,0,0,26.0,3
583,584,1,1,36.0,0,0,40.125,3
584,585,3,1,29.0,0,0,8.7125,3
585,586,1,1,18.0,0,2,79.65,3
586,587,2,1,47.0,0,0,15.0,3
587,588,1,1,60.0,1,1,79.2,3
588,589,3,1,22.0,0,0,8.05,3
589,590,3,1,29.0,0,0,8.05,3
590,591,3,1,35.0,0,0,7.125,3
591,592,1,1,52.0,1,0,78.2667,3
592,593,3,1,47.0,0,0,7.25,3
593,594,3,1,27.0,0,2,7.75,3
594,595,2,1,37.0,1,0,26.0,3
595,596,3,1,36.0,1,1,24.15,3
596,597,2,1,27.0,0,0,33.0,3
597,598,3,1,49.0,0,0,0.0,3
598,599,3,1,29.0,0,0,7.225,3
599,600,1,1,49.0,1,0,56.9292,3
600,601,2,1,24.0,2,1,27.0,3
601,602,3,1,29.0,0,0,7.8958,3
602,603,1,1,29.0,0,0,42.4,3
603,604,3,1,44.0,0,0,8.05,3
604,605,1,1,35.0,0,0,26.55,3
605,606,3,1,36.0,1,0,15.55,3
606,607,3,1,30.0,0,0,7.8958,3
607,608,1,1,27.0,0,0,30.5,3
608,609,2,1,22.0,1,2,41.5792,3
609,610,1,1,40.0,0,0,153.4625,3
610,611,3,1,39.0,1,5,31.275,3
611,612,3,1,29.0,0,0,7.05,3
612,613,3,1,27.0,1,0,15.5,3
613,614,3,1,29.0,0,0,7.75,3
614,615,3,1,35.0,0,0,8.05,3
615,616,2,1,24.0,1,2,65.0,3
616,617,3,1,34.0,1,1,14.4,3
617,618,3,1,26.0,1,0,16.1,3
618,619,2,1,4.0,2,1,39.0,3
619,620,2,1,26.0,0,0,10.5,3
620,621,3,1,27.0,1,0,14.4542,3
621,622,1,1,42.0,1,0,52.5542,3
622,623,3,1,20.0,1,1,15.7417,3
623,624,3,1,21.0,0,0,7.8542,3
